Nº;DATE;TIME;FIELD;RACE;BOX;GREY;RTG
812;2024-11-10;06:52;nowra;R8;6;KATIE'S CHAMPION;89
813;2024-11-10;06:52;nowra;R8;7;PEPPER KADE;93
814;2024-11-10;06:52;nowra;R8;8;NETTIE;81
815;2024-11-10;06:52;nowra;R8;9;RUBY VILLE;
816;2024-11-10;07:14;nowra;R9;1;VANTAGE POINT;94
817;2024-11-10;07:14;nowra;R9;2;ZIP ZIPPITY ZIP;80
818;2024-11-10;07:14;nowra;R9;3;TRIPS AND CARS;85
819;2024-11-10;07:14;nowra;R9;4;SKEDADDLE LOUISE;100
820;2024-11-10;07:14;nowra;R9;5;SPIRAL FLAME;97
821;2024-11-10;07:14;nowra;R9;6;SMOOTH AVATAR;84
822;2024-11-10;07:14;nowra;R9;7;CUMBRIA MAL;89
823;2024-11-10;07:14;nowra;R9;8;RED FIRE BAY;93
824;2024-11-10;07:14;nowra;R9;9;RUBY VILLE;
825;2024-11-10;07:39;nowra;R10;1;COFFEE AND CREAM;84
826;2024-11-10;07:39;nowra;R10;2;CHECK THIS OUT;100
827;2024-11-10;07:39;nowra;R10;3;JUMANJI TWISTER;92
828;2024-11-10;07:39;nowra;R10;4;BANG YOUR BUCKET;69
829;2024-11-10;07:39;nowra;R10;5;TALON TIGER;81
830;2024-11-10;07:39;nowra;R10;6;ANY MORE COINS;87
831;2024-11-10;07:39;nowra;R10;7;LOONGANA PRINCE;84
832;2024-11-10;07:39;nowra;R10;8;CUMBRIA RICH;85
833;2024-11-10;07:39;nowra;R10;9;RUBY VILLE;
834;2024-11-10;05:09;rockhampton;R1;1;NICKY BEACH;80
835;2024-11-10;05:09;rockhampton;R1;2;KOTISHI;90
836;2024-11-10;05:09;rockhampton;R1;3;CASEY GET PACEY;88
837;2024-11-10;05:09;rockhampton;R1;4;UP TO SNIFF;66
838;2024-11-10;05:09;rockhampton;R1;5;VALIDATED;100
839;2024-11-10;05:09;rockhampton;R1;6;BOY'S THERAPY;91
840;2024-11-10;05:09;rockhampton;R1;7;POWERED BY PRADO;89
841;2024-11-10;05:09;rockhampton;R1;8;ROSA'S GARDEN;66
842;2024-11-10;05:27;rockhampton;R2;1;AVIATOR;77
843;2024-11-10;05:27;rockhampton;R2;2;KERRI BEACH;75
844;2024-11-10;05:27;rockhampton;R2;3;MENDACIOUS;100
845;2024-11-10;05:27;rockhampton;R2;4;JESTER BEACH;85
846;2024-11-10;05:27;rockhampton;R2;5;SPOT ON PEARL;99
847;2024-11-10;05:27;rockhampton;R2;6;GET 'EM BUD;81
848;2024-11-10;05:27;rockhampton;R2;7;ROSA'S ROGUE;66
849;2024-11-10;05:27;rockhampton;R2;8;ROSA'S REBEL;79
850;2024-11-10;05:50;rockhampton;R3;1;RATTLIN' GRACE;
851;2024-11-10;05:50;rockhampton;R3;2;CANYA ESCAPE;100
852;2024-11-10;05:50;rockhampton;R3;3;ARNIE FERRARI;92
853;2024-11-10;05:50;rockhampton;R3;4;VELOCITY RISK;73
854;2024-11-10;05:50;rockhampton;R3;5;VACANT BOX;
855;2024-11-10;05:50;rockhampton;R3;6;GOLDEN WHISKEY;76
856;2024-11-10;05:50;rockhampton;R3;7;DISCIPLINARIAN;66
857;2024-11-10;05:50;rockhampton;R3;8;BAYTOWN JORDY;75
858;2024-11-10;06:10;rockhampton;R4;1;VELOCITY SHARRI;100
859;2024-11-10;06:10;rockhampton;R4;2;OSTREICHER;94
860;2024-11-10;06:10;rockhampton;R4;3;PIZZA;83
861;2024-11-10;06:10;rockhampton;R4;4;LIVE CHAT;97
862;2024-11-10;06:10;rockhampton;R4;5;VACANT BOX;
863;2024-11-10;06:10;rockhampton;R4;6;CUSTARD'S SON;
864;2024-11-10;06:10;rockhampton;R4;7;BAYTOWN STRIPE;83
865;2024-11-10;06:10;rockhampton;R4;8;VELOCITY REBA;92
866;2024-11-10;06:27;rockhampton;R5;1;SNEAKY PETE;100
867;2024-11-10;06:27;rockhampton;R5;2;GLASS OF GOLD;68
868;2024-11-10;06:27;rockhampton;R5;3;CASE DISMISSED;71
869;2024-11-10;06:27;rockhampton;R5;4;EARLY ARRIVAL;76
870;2024-11-10;06:27;rockhampton;R5;5;VANILLA SLICE;85
871;2024-11-10;06:27;rockhampton;R5;6;BIG NOSE TED;69
872;2024-11-10;06:27;rockhampton;R5;7;DOUBLE DOLLARS;87
873;2024-11-10;06:27;rockhampton;R5;8;HONEY BUNCH;78
874;2024-11-10;06:51;rockhampton;R6;1;CHAPMAN BEACH;96
875;2024-11-10;06:51;rockhampton;R6;2;BILINGA BEACH;90
876;2024-11-10;06:51;rockhampton;R6;3;FLUENT ACTION;99
877;2024-11-10;06:51;rockhampton;R6;4;COURT MODEL;100
878;2024-11-10;06:51;rockhampton;R6;5;VACANT BOX;
879;2024-11-10;06:51;rockhampton;R6;6;GARNACHO;83
880;2024-11-10;06:51;rockhampton;R6;7;ZIPPER JACK;96
881;2024-11-10;06:51;rockhampton;R6;8;UNA KNOWS;99
882;2024-11-10;07:17;rockhampton;R7;1;RED RICCIARDO;96
883;2024-11-10;07:17;rockhampton;R7;2;PLAY DIRTY;100
884;2024-11-10;07:17;rockhampton;R7;3;CROSSHAIRS;
885;2024-11-10;07:17;rockhampton;R7;4;RANGER BEACH;95
886;2024-11-10;07:17;rockhampton;R7;5;COSMIC BEACH;85
887;2024-11-10;07:17;rockhampton;R7;6;CANE SMOKE;81
888;2024-11-10;07:17;rockhampton;R7;7;WHO GOES THERE;
889;2024-11-10;07:17;rockhampton;R7;8;RITZY RITZY;90
890;2024-11-10;07:42;rockhampton;R8;1;TOPAZ BLUE;93
891;2024-11-10;07:42;rockhampton;R8;2;RIVERINA KNIGHT;89
892;2024-11-10;07:42;rockhampton;R8;3;KING ETERNAL;96
893;2024-11-10;07:42;rockhampton;R8;4;OUT THE BOTTLE;92
894;2024-11-10;07:42;rockhampton;R8;5;ROSA'S LEGEND;82
895;2024-11-10;07:42;rockhampton;R8;6;DAISY COCKTAIL;91
896;2024-11-10;07:42;rockhampton;R8;7;SERGEANT GREEN;100
897;2024-11-10;07:42;rockhampton;R8;8;ENCHANTED AVA;88
898;2024-11-10;08:01;rockhampton;R9;1;VELOCITY KIRRILY;85
899;2024-11-10;08:01;rockhampton;R9;2;WAIKARIE VENOM;100
900;2024-11-10;08:01;rockhampton;R9;3;FIRE UP TOMMY;88
901;2024-11-10;08:01;rockhampton;R9;4;AMREN;92
902;2024-11-10;08:01;rockhampton;R9;5;ZAMBORA BEACH;83
903;2024-11-10;08:01;rockhampton;R9;6;SWEETIE PIE;87
904;2024-11-10;08:01;rockhampton;R9;7;BAYTOWN MARGE;77
905;2024-11-10;08:01;rockhampton;R9;8;ZIPPING KUTCHER;92
906;2024-11-10;08:25;rockhampton;R10;1;SWEET RIO;85
907;2024-11-10;08:25;rockhampton;R10;2;LONE HUNTER;98
908;2024-11-10;08:25;rockhampton;R10;3;ITALIAN STEAL;93
909;2024-11-10;08:25;rockhampton;R10;4;SWERVE;100
910;2024-11-10;08:25;rockhampton;R10;5;TICK AND FLICK;89
911;2024-11-10;08:25;rockhampton;R10;6;SPRING ACER;81
912;2024-11-10;08:25;rockhampton;R10;7;VELOCITY CAZAU;90
913;2024-11-10;08:25;rockhampton;R10;8;ZIPPING BONANZA;98
914;2024-11-10;08:25;rockhampton;R10;9;HEFFERNAN BALE;
915;2024-11-10;08:46;rockhampton;R11;1;SOBER MEREDITH;100
916;2024-11-10;08:46;rockhampton;R11;2;LOVELESS;70
917;2024-11-10;08:46;rockhampton;R11;3;BAYTOWN GRACIE;79
918;2024-11-10;08:46;rockhampton;R11;4;UNCLE DAN;67
919;2024-11-10;08:46;rockhampton;R11;5;SHE'S BONNIE;97
920;2024-11-10;08:46;rockhampton;R11;6;MISS SLIMM;
921;2024-11-10;08:46;rockhampton;R11;7;PANAMA PRINCESS;81
922;2024-11-10;08:46;rockhampton;R11;8;SLICK SUZIE;90
923;2024-11-10;08:46;rockhampton;R11;9;WHERE'S MY BEER;85
924;2024-11-10;04:41;sandown-park;R1;1;FORBES LIGHTNING;
925;2024-11-10;04:41;sandown-park;R1;2;MINTER ENVY;90
926;2024-11-10;04:41;sandown-park;R1;3;SLOW POKE;89
927;2024-11-10;04:41;sandown-park;R1;4;SOUTH THAILAND;94
928;2024-11-10;04:41;sandown-park;R1;5;DIFFERENT HERE;100
929;2024-11-10;04:41;sandown-park;R1;6;CRUTCHING TOMMY;98
930;2024-11-10;04:41;sandown-park;R1;7;WHATEVER JACK;96
931;2024-11-10;04:41;sandown-park;R1;8;ROGUE CHOICE;88
932;2024-11-10;04:41;sandown-park;R1;9;HAPPY INTENTION;77
933;2024-11-10;05:04;sandown-park;R2;1;REIKO DUSTY;98
934;2024-11-10;05:04;sandown-park;R2;2;EXTINCT;92
935;2024-11-10;05:04;sandown-park;R2;3;VACANT BOX;
936;2024-11-10;05:04;sandown-park;R2;4;RED ROCKS BEAUTY;
937;2024-11-10;05:04;sandown-park;R2;5;MR. ZULU;96
938;2024-11-10;05:04;sandown-park;R2;6;VACANT BOX;
939;2024-11-10;05:04;sandown-park;R2;7;SPEEDY BEAR;80
940;2024-11-10;05:04;sandown-park;R2;8;ASTON BOTAN;100
941;2024-11-10;05:23;sandown-park;R3;1;MORAINE WALLY;89
942;2024-11-10;05:23;sandown-park;R3;2;MASQUERADE PARTY;100
943;2024-11-10;05:23;sandown-park;R3;3;VACANT BOX;
944;2024-11-10;05:23;sandown-park;R3;4;ANOTHER FIFTY;84
945;2024-11-10;05:23;sandown-park;R3;5;TAKE A CARNATION;76
946;2024-11-10;05:23;sandown-park;R3;6;VACANT BOX;
947;2024-11-10;05:23;sandown-park;R3;7;HERE COMES SHAKA;94
948;2024-11-10;05:23;sandown-park;R3;8;BLUE FLAME;98
949;2024-11-10;05:45;sandown-park;R4;1;REALITY IS;100
950;2024-11-10;05:45;sandown-park;R4;2;ELECTRIC PAWS;82
951;2024-11-10;05:45;sandown-park;R4;3;OH MY PIE;80
952;2024-11-10;05:45;sandown-park;R4;4;WARM HUGS;94
953;2024-11-10;05:45;sandown-park;R4;5;VACANT BOX;
954;2024-11-10;05:45;sandown-park;R4;6;WARRIOR ETHAN;99
955;2024-11-10;05:45;sandown-park;R4;7;MORAINE JOKER;81
956;2024-11-10;05:45;sandown-park;R4;8;FLEETWOOD KAZAK;91
957;2024-11-10;06:11;sandown-park;R5;1;BREAK IN;88
958;2024-11-10;06:11;sandown-park;R5;2;GIACOMO;100
959;2024-11-10;06:11;sandown-park;R5;3;FALLON BALE;97
960;2024-11-10;06:11;sandown-park;R5;4;FLYING PIE;87
961;2024-11-10;06:11;sandown-park;R5;5;VACANT BOX;
962;2024-11-10;06:11;sandown-park;R5;6;PAW TIKA;96
963;2024-11-10;06:11;sandown-park;R5;7;JUMBUK DAMIEN;91
964;2024-11-10;06:11;sandown-park;R5;8;WARREGO STORM;90
965;2024-11-10;06:33;sandown-park;R6;1;NO MORE GAMES;94
966;2024-11-10;06:33;sandown-park;R6;2;SET TO SIZZLE;100
967;2024-11-10;06:33;sandown-park;R6;3;SHARNI'S SECRET;96
968;2024-11-10;06:33;sandown-park;R6;4;WHITE OWL;96
969;2024-11-10;06:33;sandown-park;R6;5;VACANT BOX;
970;2024-11-10;06:33;sandown-park;R6;6;ASTRONOMICA;75
971;2024-11-10;06:33;sandown-park;R6;7;VARSITY BALE;85
972;2024-11-10;06:33;sandown-park;R6;8;HOT ASHES;98
973;2024-11-10;06:55;sandown-park;R7;1;BRUCE INTENTION;100
974;2024-11-10;06:55;sandown-park;R7;2;NEED YOU NOW;93
975;2024-11-10;06:55;sandown-park;R7;3;XENI BALE;99
976;2024-11-10;06:55;sandown-park;R7;4;LYON BALE;88
977;2024-11-10;06:55;sandown-park;R7;5;VACANT BOX;
978;2024-11-10;06:55;sandown-park;R7;6;LAMIA ERNIE;86
979;2024-11-10;06:55;sandown-park;R7;7;ROCK BALBOA;87
980;2024-11-10;06:55;sandown-park;R7;8;DUSTY OLD ROAD;89
981;2024-11-10;07:20;sandown-park;R8;1;NICKI WHOOP;100
982;2024-11-10;07:20;sandown-park;R8;2;CONFISCATE;87
983;2024-11-10;07:20;sandown-park;R8;3;REITERATE;
984;2024-11-10;07:20;sandown-park;R8;4;MINTER FROST;84
985;2024-11-10;07:20;sandown-park;R8;5;DASHER BALE;79
986;2024-11-10;07:20;sandown-park;R8;6;DISTRACTING;85
987;2024-11-10;07:20;sandown-park;R8;7;MAHOGANY;83
988;2024-11-10;07:20;sandown-park;R8;8;VEGA BLACK;66
989;2024-11-10;07:20;sandown-park;R8;9;MIXED DOZEN;
990;2024-11-10;07:20;sandown-park;R8;10;CHIRP THIRD;68
991;2024-11-10;07:45;sandown-park;R9;1;SAINTLY HIGHWAY;91
992;2024-11-10;07:45;sandown-park;R9;2;PAW UCOLTA;97
993;2024-11-10;07:45;sandown-park;R9;3;PAW HARRIS;81
994;2024-11-10;07:45;sandown-park;R9;4;HAWKEYED KID;91
995;2024-11-10;07:45;sandown-park;R9;5;VACANT BOX;
996;2024-11-10;07:45;sandown-park;R9;6;MILES APART;100
997;2024-11-10;07:45;sandown-park;R9;7;GALLOPING RED;86
998;2024-11-10;07:45;sandown-park;R9;8;FLY HIGH ZEUS;69
999;2024-11-10;08:05;sandown-park;R10;1;MISTER EASY;100
1000;2024-11-10;08:05;sandown-park;R10;2;GREMLIN;96
1001;2024-11-10;08:05;sandown-park;R10;3;VACANT BOX;
1002;2024-11-10;08:05;sandown-park;R10;4;WHATEVER TESS;87
1003;2024-11-10;08:05;sandown-park;R10;5;INTREPID BALE;90
1004;2024-11-10;08:05;sandown-park;R10;6;VACANT BOX;
1005;2024-11-10;08:05;sandown-park;R10;7;VAN WYCK;
1006;2024-11-10;08:05;sandown-park;R10;8;WILD SERENA;97
1007;2024-11-10;08:28;sandown-park;R11;1;PENNY'S JADE;93
1008;2024-11-10;08:28;sandown-park;R11;2;WANDANA LAD;100
1009;2024-11-10;08:28;sandown-park;R11;3;TOM'S BOURBSKI;86
1010;2024-11-10;08:28;sandown-park;R11;4;FLYING BUTCHER;88
1011;2024-11-10;08:28;sandown-park;R11;5;SAKURA RYKER;90
1012;2024-11-10;08:28;sandown-park;R11;6;FORBES SUPREME;92
1013;2024-11-10;08:28;sandown-park;R11;7;PAW SAMUEL;90
1014;2024-11-10;08:28;sandown-park;R11;8;OUR LAST HOPE;86
1015;2024-11-10;08:49;sandown-park;R12;1;JOANN FLOW;100
1016;2024-11-10;08:49;sandown-park;R12;2;HOWE PIE;90
1017;2024-11-10;08:49;sandown-park;R12;3;SHAKA BIG CHIEF;93
1018;2024-11-10;08:49;sandown-park;R12;4;CRACKERJACK JET;85
1019;2024-11-10;08:49;sandown-park;R12;5;IT'S A RUNAWAY;94
1020;2024-11-10;08:49;sandown-park;R12;6;YOU'RE IN LUCK;87
1021;2024-11-10;08:49;sandown-park;R12;7;BRINDLE CHIC;100
1022;2024-11-10;08:49;sandown-park;R12;8;ARMAGH;82
1023;2024-11-10;00:57;shepparton;R1;1;MARIONVALE KEV;91
1024;2024-11-10;00:57;shepparton;R1;2;SPEEDY SAMMY;100
1025;2024-11-10;00:57;shepparton;R1;3;JODIE'S ANGEL;91
1026;2024-11-10;00:57;shepparton;R1;4;JOSH'S JET;96
1027;2024-11-10;00:57;shepparton;R1;5;DOOKIE DIVA;89
1028;2024-11-10;00:57;shepparton;R1;6;BLAZING GEORGIE;89
1029;2024-11-10;00:57;shepparton;R1;7;COPPERHEAD DASH;86
1030;2024-11-10;00:57;shepparton;R1;8;TURBO TERROR;
1031;2024-11-10;00:57;shepparton;R1;9;MAGIC BULLSEYE;90
1032;2024-11-10;00:57;shepparton;R1;10;RECONSTRUCTION;
1033;2024-11-10;01:15;shepparton;R2;1;CRANSBERG DASH;95
1034;2024-11-10;01:15;shepparton;R2;2;ONE MORE MINUTE;92
1035;2024-11-10;01:15;shepparton;R2;3;BLACK FALCON;97
1036;2024-11-10;01:15;shepparton;R2;4;TANZANIA ICON;80
1037;2024-11-10;01:15;shepparton;R2;5;FRANCESCA ROSE;96
1038;2024-11-10;01:15;shepparton;R2;6;FLYING ROCCO;97
1039;2024-11-10;01:15;shepparton;R2;7;DUNCROFT;92
1040;2024-11-10;01:15;shepparton;R2;8;ASTON CROWN;100
1041;2024-11-10;01:15;shepparton;R2;9;MT. VIEW RAW;
1042;2024-11-10;01:15;shepparton;R2;10;GUMTREE HILL;
1043;2024-11-10;01:37;shepparton;R3;1;MARKET BLUE;98
1044;2024-11-10;01:37;shepparton;R3;2;SPOILER ALERT;99
1045;2024-11-10;01:37;shepparton;R3;3;SMOKIN' GRACIE;100
1046;2024-11-10;01:37;shepparton;R3;4;OLYMPIC HISTORY;95
1047;2024-11-10;01:37;shepparton;R3;5;IMPRESS SIMBA;97
1048;2024-11-10;01:37;shepparton;R3;6;MISS MELEE;97
1049;2024-11-10;01:37;shepparton;R3;7;MISS MARCELINE;93
1050;2024-11-10;01:37;shepparton;R3;8;SWEET VALENTINE;98
1051;2024-11-10;01:37;shepparton;R3;9;NANA'S TRIFLE;
1052;2024-11-10;01:37;shepparton;R3;10;UNSURPASSED;
1053;2024-11-10;01:57;shepparton;R4;1;GREEN FLASH;91
1054;2024-11-10;01:57;shepparton;R4;2;BERN BY;97
1055;2024-11-10;01:57;shepparton;R4;3;KNEE DEEP;80
1056;2024-11-10;01:57;shepparton;R4;4;GLORY BOY;88
1057;2024-11-10;01:57;shepparton;R4;5;PHIL'S NO ANGEL;86
1058;2024-11-10;01:57;shepparton;R4;6;ARTEMIS ONE;77
1059;2024-11-10;01:57;shepparton;R4;7;FIBULARIS;92
1060;2024-11-10;01:57;shepparton;R4;8;AUGUSTUS FINCH;100
1061;2024-11-10;01:57;shepparton;R4;9;COCKTAIL;
1062;2024-11-10;01:57;shepparton;R4;10;ZAP;
1063;2024-11-10;02:12;shepparton;R5;1;DEMONESS;90
1064;2024-11-10;02:12;shepparton;R5;2;GOSSIP GIRL;94
1065;2024-11-10;02:12;shepparton;R5;3;PRETTY PANAMA;91
1066;2024-11-10;02:12;shepparton;R5;4;DARRA RUBY;91
1067;2024-11-10;02:12;shepparton;R5;5;SUPER NUGGET;100
1068;2024-11-10;02:12;shepparton;R5;6;LITTLE MINNIE;85
1069;2024-11-10;02:12;shepparton;R5;7;BOROUGH SALTS;96
1070;2024-11-10;02:12;shepparton;R5;8;PRESS START;92
1071;2024-11-10;02:37;shepparton;R6;1;ANNABELLA ROSE;100
1072;2024-11-10;02:37;shepparton;R6;2;GRACE BURGESS;86
1073;2024-11-10;02:37;shepparton;R6;3;CRAFTY BEER;82
1074;2024-11-10;02:37;shepparton;R6;4;PSYCHO BUDDY;78
1075;2024-11-10;02:37;shepparton;R6;5;CASHING OUT;90
1076;2024-11-10;02:37;shepparton;R6;6;VALLETTA DIVA;81
1077;2024-11-10;02:37;shepparton;R6;7;CANYA VIVI;85
1078;2024-11-10;02:37;shepparton;R6;8;INFRA ROCK;95
1079;2024-11-10;02:37;shepparton;R6;9;GOULBURN GIRL;
1080;2024-11-10;02:37;shepparton;R6;10;ASTON MONITOR;
1081;2024-11-10;02:53;shepparton;R7;1;OUR ALAMO;96
1082;2024-11-10;02:53;shepparton;R7;2;DEEP FEVER;93
1083;2024-11-10;02:53;shepparton;R7;3;THIRTY SECONDS;100
1084;2024-11-10;02:53;shepparton;R7;4;DAINTREE PEDRO;92
1085;2024-11-10;02:53;shepparton;R7;5;SUPER TONE;97
1086;2024-11-10;02:53;shepparton;R7;6;MR. FERGUSON;93
1087;2024-11-10;02:53;shepparton;R7;7;ZAMBADA ICON;91
1088;2024-11-10;02:53;shepparton;R7;8;INVICTUS SHARON;86
1089;2024-11-10;02:53;shepparton;R7;9;KABUTO BALE;
1090;2024-11-10;02:53;shepparton;R7;10;MIST FRED;
1091;2024-11-10;03:17;shepparton;R8;1;ASTON COSTELLO;100
1092;2024-11-10;03:17;shepparton;R8;2;ZIPPING HOPKINS;93
1093;2024-11-10;03:17;shepparton;R8;3;BUN STORM;
1094;2024-11-10;03:17;shepparton;R8;4;AMRON TIGER;94
1095;2024-11-10;03:17;shepparton;R8;5;ASTON KENNEDY;91
1096;2024-11-10;03:17;shepparton;R8;6;DUTCH RIOT;
1097;2024-11-10;03:17;shepparton;R8;7;THIS TRAIN;
1098;2024-11-10;03:17;shepparton;R8;8;BROADY BOB;
1099;2024-11-10;03:17;shepparton;R8;9;IMPERIAL SON;
1100;2024-11-10;03:17;shepparton;R8;10;BUCK SHINES;81
1101;2024-11-10;03:42;shepparton;R9;1;PANDA BELLA;97
1102;2024-11-10;03:42;shepparton;R9;2;WHODAT DUCHESS;88
1103;2024-11-10;03:42;shepparton;R9;3;PUZZLE AVENUE;94
1104;2024-11-10;03:42;shepparton;R9;4;INSANE;95
1105;2024-11-10;03:42;shepparton;R9;5;NANCY DEVERE;91
1106;2024-11-10;03:42;shepparton;R9;6;DARRA SAPPHIRE;98
1107;2024-11-10;03:42;shepparton;R9;7;GRANNIE MAY;93
1108;2024-11-10;03:42;shepparton;R9;8;MAGIC SNOWDROP;100
1109;2024-11-10;03:42;shepparton;R9;9;JILL'S JULIETTE;
1110;2024-11-10;03:42;shepparton;R9;10;ATLAS ALIEN;
1111;2024-11-10;03:59;shepparton;R10;1;HAS A LOT;92
1112;2024-11-10;03:59;shepparton;R10;2;ZESTY BOY;89
1113;2024-11-10;03:59;shepparton;R10;3;REVITALISE;100
1114;2024-11-10;03:59;shepparton;R10;4;RHOSWEN;89
1115;2024-11-10;03:59;shepparton;R10;5;FRANKLIN AVENUE;81
1116;2024-11-10;03:59;shepparton;R10;6;TWILIGHT SLEUTH;87
1117;2024-11-10;03:59;shepparton;R10;7;ATLAS AMAZON;92
1118;2024-11-10;03:59;shepparton;R10;8;ARI GOLD;96
1119;2024-11-10;03:59;shepparton;R10;9;BILLY SET;
1120;2024-11-10;03:59;shepparton;R10;10;DELATITE BEAST;
1121;2024-11-10;04:15;shepparton;R11;1;JOSIE'S JEWEL;89
1122;2024-11-10;04:15;shepparton;R11;2;GO GO EVIE;100
1123;2024-11-10;04:15;shepparton;R11;3;ASTON AMISHA;88
1124;2024-11-10;04:15;shepparton;R11;4;ELLI'S MY GIRL;87
1125;2024-11-10;04:15;shepparton;R11;5;MISS DAISY LEE;89
1126;2024-11-10;04:15;shepparton;R11;6;REV ROSE;96
1127;2024-11-10;04:15;shepparton;R11;7;CINNAMON DUST;89
1128;2024-11-10;04:15;shepparton;R11;8;BEAUTY BEAST;89
1129;2024-11-10;04:35;shepparton;R12;1;WHO MADE YOU;91
1130;2024-11-10;04:35;shepparton;R12;2;BELIEVING;80
1131;2024-11-10;04:35;shepparton;R12;3;CLARK;83
1132;2024-11-10;04:35;shepparton;R12;4;MAX PEARL;90
1133;2024-11-10;04:35;shepparton;R12;5;CELTIC BOUY;85
1134;2024-11-10;04:35;shepparton;R12;6;MATCHBOX FLAME;81
1135;2024-11-10;04:35;shepparton;R12;7;EXPELLED;86
1136;2024-11-10;04:35;shepparton;R12;8;HUNTER FRED;100
1137;2024-11-10;04:35;shepparton;R12;9;ACE REDEEMER;
1138;2024-11-10;04:35;shepparton;R12;10;BLIND AMBITION;
1139;2024-11-10;04:57;shepparton;R13;1;SLOAN STREET;100
1140;2024-11-10;04:57;shepparton;R13;2;RADEBE;93
1141;2024-11-10;04:57;shepparton;R13;3;FRANK GRIMES;94
1142;2024-11-10;04:57;shepparton;R13;4;VALLETTA DASH;98
1143;2024-11-10;04:57;shepparton;R13;5;REDEMPTION ROCK;85
1144;2024-11-10;04:57;shepparton;R13;6;CAPALA;97
1145;2024-11-10;04:57;shepparton;R13;7;TESS CABANG;86
1146;2024-11-10;04:57;shepparton;R13;8;TROPIC MAN;97
1147;2024-11-10;04:57;shepparton;R13;9;VINEGAR CHIPS;
1148;2024-11-10;04:57;shepparton;R13;10;NOTORIOUS HARADA;
1149;2024-11-10;01:26;wagga;R1;1;TIGGERLONG ROY;89
1150;2024-11-10;01:26;wagga;R1;2;ASTON SOCIAL;100
1151;2024-11-10;01:26;wagga;R1;3;SHANGHAI SPY;93
1152;2024-11-10;01:26;wagga;R1;4;SWEET BABYSITTER;77
1153;2024-11-10;01:26;wagga;R1;5;TRANSLUCENT;92
1154;2024-11-10;01:26;wagga;R1;6;SHA'CARRI;98
1155;2024-11-10;01:26;wagga;R1;7;PRESS DELETE;93
1156;2024-11-10;01:26;wagga;R1;8;BITTER DAN;87
1157;2024-11-10;01:49;wagga;R2;1;TIGGERLONG LUKA;89
1158;2024-11-10;01:49;wagga;R2;2;SILVERTREE MEG;79
1159;2024-11-10;01:49;wagga;R2;3;SLICK OLIVE;74
1160;2024-11-10;01:49;wagga;R2;4;BIANCA'S SECRET;100
1161;2024-11-10;01:49;wagga;R2;5;HONEY BACK;73
1162;2024-11-10;01:49;wagga;R2;6;TITAN'S OCEAN;97
1163;2024-11-10;01:49;wagga;R2;7;FAITHFUL FLYER;66
1164;2024-11-10;01:49;wagga;R2;8;REINE IZMIR;87
1165;2024-11-10;02:09;wagga;R3;1;TIGGERLONG BINGO;100
1166;2024-11-10;02:09;wagga;R3;2;APPLE PIE;83
1167;2024-11-10;02:09;wagga;R3;3;OLYMPIA IZMIR;81
1168;2024-11-10;02:09;wagga;R3;4;SATRIANI;98
1169;2024-11-10;02:09;wagga;R3;5;SPLENDACIOUS;94
1170;2024-11-10;02:09;wagga;R3;6;ASTON AWARD;84
1171;2024-11-10;02:09;wagga;R3;7;MAGICAL MAURICE;75
1172;2024-11-10;02:09;wagga;R3;8;DUCK THE CHAOS;85
1173;2024-11-10;02:27;wagga;R4;1;SILVERTREE LANA;91
1174;2024-11-10;02:27;wagga;R4;2;MEXICAN RADIO;79
1175;2024-11-10;02:27;wagga;R4;3;JERRAWA GODDESS;74
1176;2024-11-10;02:27;wagga;R4;4;DANA CURLY;86
1177;2024-11-10;02:27;wagga;R4;5;SANTA CRUZ;100
1178;2024-11-10;02:27;wagga;R4;6;SILVERTREE FIRE;84
1179;2024-11-10;02:27;wagga;R4;7;ZIPPING OSMAN;94
1180;2024-11-10;02:27;wagga;R4;8;DANA ANGUS;95
1181;2024-11-10;02:47;wagga;R5;1;EGO;99
1182;2024-11-10;02:47;wagga;R5;2;WESTSIDE BABE;99
1183;2024-11-10;02:47;wagga;R5;3;STAGGER'S STAR;86
1184;2024-11-10;02:47;wagga;R5;4;SILVERTREE POP;97
1185;2024-11-10;02:47;wagga;R5;5;DANA MAC;100
1186;2024-11-10;02:47;wagga;R5;6;SHADES OF GOLD;88
1187;2024-11-10;02:47;wagga;R5;7;SKYLA BLUE;89
1188;2024-11-10;02:47;wagga;R5;8;XARN BALE;93
1189;2024-11-10;03:09;wagga;R6;1;SILVERTREE AMY;96
1190;2024-11-10;03:09;wagga;R6;2;LORELLE SOLDIER;66
1191;2024-11-10;03:09;wagga;R6;3;LENA'S BABY;80
1192;2024-11-10;03:09;wagga;R6;4;VITNELL BALE;92
1193;2024-11-10;03:09;wagga;R6;5;SURROUNDINGS;88
1194;2024-11-10;03:09;wagga;R6;6;ASTON VALERIA;94
1195;2024-11-10;03:09;wagga;R6;7;ROAD TRIPPIN';
1196;2024-11-10;03:09;wagga;R6;8;SODA SPARTAN;100
1197;2024-11-10;03:27;wagga;R7;1;UNDIAGNOSED;90
1198;2024-11-10;03:27;wagga;R7;2;CANYA BLITZ THEM;100
1199;2024-11-10;03:27;wagga;R7;3;MUSTANG FREE;66
1200;2024-11-10;03:27;wagga;R7;4;JANELLE BALE;71
1201;2024-11-10;03:27;wagga;R7;5;SHADE OF BLUE;87
1202;2024-11-10;03:27;wagga;R7;6;TETRO;80
